Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,Partidas,-9999
339,Judson,br BRA,LT,Avaí,23,1993,33,33,2.654,29.5,0,1,1,0,0,0,12,0,,,,000,003,003,000,003,Partidas,e1535f82
340,Juninho,br BRA,LT,Bahia,30,1986,28,17,1.794,19.9,2,3,5,1,1,1,2,0,,,,010,015,025,005,020,Partidas,2cc16e46
341,Juninho,br BRA,ZG,Vitória,27,1990,12,12,1.033,11.5,0,1,1,0,0,0,2,0,,,,000,009,009,000,009,Partidas,74e8ec46
342,Juninho,br BRA,ZG,Palmeiras,21,1995,21,20,1.787,19.9,0,2,2,0,0,0,4,0,,,,000,010,010,000,010,Partidas,72c01cfb
343,Edigar Junio,br BRA,AT,Bahia,25,1991,26,21,1.911,21.2,12,1,13,9,3,4,2,0,,,,057,005,061,042,047,Partidas,52dd7e7f
344,Marcos Júnior,br BRA,LTAT,Fluminense,24,1993,25,11,986,11.0,3,1,4,3,0,0,6,0,,,,027,009,037,027,037,Partidas,1a9ef914
345,Osman Júnior,br BRA,LT,Chapecoense,24,1992,7,1,124,1.4,1,1,2,1,0,0,2,0,,,,073,073,145,073,145,Partidas,168c4a77
346,Renê Júnior,br BRA,LT,Bahia,27,1989,30,30,2.640,29.3,4,0,4,4,0,0,9,1,,,,014,000,014,014,014,Partidas,522ebf95
347,Todinho Júnior,br BRA,AT,Vitória,23,1993,6,0,98,1.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,c84c1cc7
348,Vinicius Júnior,br BRA,LT,Flamengo,16,2000,25,4,720,8.0,3,1,4,3,0,0,3,0,,,,037,012,050,037,050,Partidas,7111d552
349,Kadu,br BRA,ZG,Ponte Preta,30,1986,7,6,551,6.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,23408357
350,Walter Kannemann,ar ARG,ZG,Grêmio,25,1991,23,23,2.041,22.7,1,0,1,1,0,0,7,0,,,,004,000,004,004,004,Partidas,5b37f2f8
351,Kanu,br BRA,ZG,Vitória,32,1984,25,25,2.250,25.0,4,1,5,4,0,0,8,0,,,,016,004,020,016,020,Partidas,3e28d14a
352,Colin Kazim-Richards,tr TUR,AT,Corinthians,30,1986,14,4,402,4.5,1,0,1,1,0,0,2,0,,,,022,000,022,022,022,Partidas,ca9e7345
353,Keirrison,br BRA,AT,Coritiba,28,1988,5,1,154,1.7,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d75907b8
354,Thalisson Kelven,br BRA,ZG,Coritiba,18,1998,3,2,144,1.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,18e87471
355,Kelvin,br BRA,LTAT,Vasco da Gama,23,1993,5,4,281,3.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,1845f7da
356,Keno,br BRA,LTAT,Palmeiras,27,1989,31,21,1.899,21.1,8,4,12,8,0,0,2,0,,,,038,019,057,038,057,Partidas,98558c11
357,Kieza,br BRA,ATLT,Vitória,30,1986,13,10,890,9.9,3,0,3,2,1,2,1,0,,,,030,000,030,020,020,Partidas,7c950b48
358,Kléber,br BRA,AT,Coritiba,33,1983,16,13,1.213,13.5,5,1,6,3,2,2,3,1,,,,037,007,045,022,030,Partidas,979cc205
359,John Kleber,br BRA,AT,Ponte Preta,17,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,9e687ea1
360,Kléver,br BRA,G,Atl Goianiense,27,1989,9,9,810,9.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,4b755c67
361,Maurício Kozlinski,br BRA,G,Avaí,25,1991,10,10,900,10.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,19ad88fa
362,Leandrinho,br BRA,LT,Botafogo (RJ),20,1996,6,3,205,2.3,1,0,1,1,0,0,1,0,,,,044,000,044,044,044,Partidas,0a78f79e
363,Victor Leandro Bagy,br BRA,G,Atlético Mineiro,34,1983,36,36,3.240,36.0,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,cfc1d935
364,Fabiano Leismann,br BRA,ZG,Palmeiras,25,1991,6,3,321,3.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d8b87439
365,Helton Leite,br BRA,G,Botafogo (RJ),26,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,e8918589
366,Maikon Leite,br BRA,LT,Bahia,28,1988,3,1,77,0.9,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,6c80b438
367,Reinaldo Lenis,co COL,LTAT,Sport Recife,24,1992,19,6,749,8.3,2,3,5,2,0,0,3,0,,,,024,036,060,024,060,Partidas,5739dde6
368,John Lennon,br BRA,ZG,Cruzeiro,25,1991,4,2,188,2.1,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,5b986853
369,Léo,br BRA,ZG,Cruzeiro,29,1988,26,26,2.340,26.0,1,1,2,1,0,0,9,0,,,,004,004,008,004,008,Partidas,79217d1f
370,Leonan,br BRA,ZG,Atlético Mineiro,21,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,eee1819a
371,Lima,br BRA,ATLT,Grêmio,20,1996,2,0,35,0.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d215c7de
372,André Lima,br BRA,AT,Vitória,31,1985,20,5,784,8.7,5,3,8,5,0,0,4,1,,,,057,034,092,057,092,Partidas,c5d9c6a0
373,Erik Lima,br BRA,LTAT,Palmeiras,22,1994,9,5,440,4.9,0,1,1,0,0,0,0,0,,,,000,020,020,000,020,Partidas,d038510e
374,Lucas Lima,br BRA,LT,Santos,26,1990,25,24,2.093,23.3,1,6,7,1,0,0,12,0,,,,004,026,030,004,030,Partidas,49d03337
375,Lincoln,br BRA,AT,Flamengo,16,2000,3,0,44,0.5,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,1bd69420
376,Lincoln,br BRA,LTAT,Grêmio,18,1998,8,3,320,3.6,0,1,1,0,0,0,0,0,,,,000,028,028,000,028,Partidas,27504df8
377,Victor Lindemberg,br BRA,ZG,Botafogo (RJ),19,1997,1,0,15,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,fa63d360
378,Rodrigo Lindoso,br BRA,LT,Botafogo (RJ),27,1989,30,30,2.495,27.7,3,2,5,3,0,0,4,0,,,,011,007,018,011,018,Partidas,7b013540
379,Rafael Longuine,br BRA,ATLT,Santos,26,1990,4,0,141,1.6,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,2b9f924f
380,Rafael Longuine,br BRA,LT,Coritiba,26,1990,7,4,349,3.9,0,1,1,0,0,1,0,0,,,,000,026,026,000,026,Partidas,2b9f924f
381,Breno Lopes,br BRA,LTZG,Atl Goianiense,26,1990,20,16,1.394,15.5,0,1,1,0,0,0,0,0,,,,000,006,006,000,006,Partidas,fb8117e1
382,Lourenço,br BRA,LTAT,Avaí,19,1997,10,3,351,3.9,1,0,1,1,0,0,3,0,,,,026,000,026,026,026,Partidas,c9f9210f
383,Lourency,br BRA,LT,Chapecoense,21,1996,9,1,259,2.9,1,1,2,1,0,0,2,0,,,,035,035,069,035,069,Partidas,a2496cc7
384,Luan,br BRA,LT,Atlético Mineiro,26,1990,18,6,854,9.5,1,1,2,1,0,0,3,0,,,,011,011,021,011,021,Partidas,22fc8906
385,Lucão,br BRA,ZG,São Paulo,20,1996,6,6,471,5.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,1a0c95bb
386,João Lucas Cardoso,br BRA,ZG,Ponte Preta,25,1991,10,10,857,9.5,0,1,1,0,0,0,1,0,,,,000,011,011,000,011,Partidas,8a493d50
387,Lucca,br BRA,LTAT,Ponte Preta,26,1990,37,37,3.279,36.4,13,2,15,10,3,5,6,0,,,,036,005,041,027,033,Partidas,c1b02057
388,Diego Lugano,uy URU,ZG,São Paulo,36,1980,5,5,450,5.0,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,303ad7c3
389,Éder Luís,br BRA,ATLT,Vasco da Gama,31,1985,4,0,50,0.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d1fbcdea
390,Victor Luis,br BRA,ZG,Botafogo (RJ),23,1993,31,29,2.453,27.3,1,0,1,1,0,0,5,0,,,,004,000,004,004,004,Partidas,cc68c4d3
391,Douglas Luiz,br BRA,LT,Vasco da Gama,18,1998,11,11,990,11.0,1,0,1,1,0,0,3,0,,,,009,000,009,009,009,Partidas,6f7d826d
392,André Luiz Tavares,br BRA,LT,Vasco da Gama,33,1983,2,0,76,0.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,ee63dfa4
393,Luizão,br BRA,ZG,Coritiba,26,1990,6,6,540,6.0,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,8bcbc3e8
394,Luqinhas,br BRA,AT,Fluminense,23,1994,1,0,14,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,c4b1f4a0
395,Machado,br BRA,LT,Grêmio,21,1996,5,4,371,4.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,f9846c93
396,Mádson,br BRA,ZG,Vasco da Gama,25,1992,19,17,1.585,17.6,0,1,1,0,0,0,3,0,,,,000,006,006,000,006,Partidas,766094be
397,Moisés Magalhães,br BRA,LT,Palmeiras,28,1988,19,18,1.559,17.3,3,3,6,3,0,0,2,0,,,,017,017,035,017,035,Partidas,8cba21c9
398,Magrão,br BRA,G,Sport Recife,39,1977,35,35,3.125,34.7,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,af8fb3d3
399,Thiago Maia,br BRA,LT,Santos,19,1997,12,11,1.000,11.1,1,1,2,1,0,0,4,0,,,,009,009,018,009,018,Partidas,91e58f66
400,Walisson Maia,br BRA,ZG,Coritiba,25,1991,11,10,792,8.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,ffa1d3c3
401,Maicon,br BRA,ZG,São Paulo,28,1988,7,7,630,7.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,2a8683b9
402,Maicosuel,br BRA,LT,Atlético Mineiro,30,1986,4,0,113,1.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,4f5e5c13
403,Maicosuel,br BRA,LT,São Paulo,30,1986,8,3,277,3.1,1,1,2,1,0,0,1,0,,,,032,032,065,032,065,Partidas,4f5e5c13
404,Matheus Mancini,br BRA,ZG,Atlético Mineiro,22,1994,6,5,495,5.5,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,9894e307
405,Federico Mancuello,ar ARG,LT,Flamengo,27,1989,8,3,315,3.5,2,0,2,2,0,0,2,0,,,,057,000,057,057,057,Partidas,e1cf57c7
406,Manoel,br BRA,ZG,Cruzeiro,26,1990,9,9,759,8.4,1,0,1,1,0,0,1,0,,,,012,000,012,012,012,Partidas,12748e35
407,Guilherme Mantuan,br BRA,LT,Corinthians,19,1997,1,0,14,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,627b470c
408,Luis Manuel Seijas,ve VEN,LT,Chapecoense,30,1986,18,17,1.185,13.2,0,2,2,0,0,0,0,0,,,,000,015,015,000,015,Partidas,7d448cbe
409,Maranhão,br BRA,ATLT,Fluminense,26,1990,2,0,18,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,4054e812
410,Maranhão,br BRA,LTAT,Ponte Preta,26,1990,9,6,430,4.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,4054e812
411,Marcão,br BRA,ZG,Atl Paranaense,20,1996,1,1,73,0.8,1,0,1,1,0,0,2,1,,,,123,000,123,123,123,Partidas,133faa84
412,Marcão,br BRA,ZG,Atl Goianiense,20,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,133faa84
413,Marcelo,br BRA,ZG,Botafogo (RJ),21,1996,13,10,987,11.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,300b455d
414,Marciel,br BRA,ZG,Corinthians,21,1995,3,3,262,2.9,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,6ec3f2c6
415,Marcinho,br BRA,LTAT,São Paulo,21,1995,22,17,1.515,16.8,2,2,4,2,0,0,3,0,,,,012,012,024,012,024,Partidas,5465c7f9
416,Márcio,br BRA,ZG,Coritiba,24,1993,21,20,1.853,20.6,1,1,2,1,0,0,5,1,,,,005,005,010,005,010,Partidas,fbf90802
417,Rodriguinho Marinho,br BRA,LT,Corinthians,28,1988,32,32,2.789,31.0,3,6,9,3,0,0,5,0,,,,010,019,029,010,029,Partidas,0e335a47
418,Marlon,br BRA,ZG,Fluminense,19,1997,15,15,1.315,14.6,0,1,1,0,0,0,5,1,,,,000,007,007,000,007,Partidas,63969d01
419,Marlone,br BRA,LT,Atlético Mineiro,24,1992,12,8,641,7.1,2,0,2,2,0,0,2,0,,,,028,000,028,028,028,Partidas,cf864c1d
420,Brenner Marlos,br BRA,AT,Botafogo (RJ),22,1994,18,14,1.097,12.2,6,3,9,4,2,2,0,0,,,,049,025,074,033,057,Partidas,77bc33b7
421,Lucas Marques,br BRA,ZG,Fluminense,28,1988,32,32,2.748,30.5,0,2,2,0,0,0,11,0,,,,000,007,007,000,007,Partidas,a6a40a8a
422,Lucas Marques,br BRA,LT,Chapecoense,21,1995,15,12,1.129,12.5,3,1,4,3,0,0,3,0,,,,024,008,032,024,032,Partidas,30c255c7
423,Rafael Marques,br BRA,ATLT,Cruzeiro,33,1983,19,7,652,7.2,1,0,1,1,0,0,1,0,,,,014,000,014,014,014,Partidas,1f3feab6
424,Rafael Marques,br BRA,ZG,Vasco da Gama,33,1983,15,12,1.037,11.5,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,a59d3f80
425,Marquinho,br BRA,LT,Fluminense,30,1986,4,1,98,1.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,949bdc36
426,Marquinhos,br BRA,LT,Atlético Mineiro,17,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,04964f4f
427,Marquinhos,br BRA,LT,Sport Recife,27,1989,9,4,468,5.2,1,1,2,1,0,0,0,0,,,,019,019,038,019,038,Partidas,5b8c26bf
428,Marquinhos,br BRA,LT,Avaí,35,1981,23,18,1.401,15.6,4,0,4,2,2,2,1,1,,,,026,000,026,013,013,Partidas,c62046e2
429,Anderson Martins,br BRA,ZG,Vasco da Gama,29,1987,14,14,1.125,12.5,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,6563df3d
430,Thiago Martins,br BRA,ZG,Bahia,21,1995,11,7,749,8.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,4d6ec370
431,Wellington Martins,br BRA,LT,Vasco da Gama,26,1991,26,24,2.086,23.2,0,0,0,0,0,0,12,0,,,,000,000,000,000,000,Partidas,0430d656
432,Matheus Mascarenhas,br BRA,ZG,Fluminense,18,1998,4,4,311,3.5,1,0,1,1,0,0,1,0,,,,029,000,029,029,029,Partidas,4f9dd0a9
433,William Matheus,br BRA,ZG,Coritiba,26,1990,22,21,1.934,21.5,0,0,0,0,0,0,7,1,,,,000,000,000,000,000,Partidas,3498ddf4
434,Maurinho,br BRA,LT,Avaí,27,1989,12,3,487,5.4,0,1,1,0,0,0,1,0,,,,000,018,018,000,018,Partidas,6d01bfc8
435,Maycon,br BRA,LT,Corinthians,19,1997,36,32,2.768,30.8,1,2,3,1,0,0,2,0,,,,003,007,010,003,010,Partidas,005ca692
436,Mayke,br BRA,ZG,Palmeiras,24,1992,26,26,2.223,24.7,1,1,2,1,0,0,4,0,,,,004,004,008,004,008,Partidas,47431289
437,Arthur Melo,br BRA,LT,Grêmio,20,1996,27,27,2.179,24.2,1,0,1,1,0,0,3,0,,,,004,000,004,004,004,Partidas,48b3dd60
438,Felipe Melo,br BRA,LT,Palmeiras,33,1983,10,8,631,7.0,0,1,1,0,0,0,3,0,,,,000,014,014,000,014,Partidas,b14d84d3
439,Túlio de Melo,br BRA,AT,Chapecoense,32,1985,24,9,1.065,11.8,7,1,8,7,0,0,2,0,,,,059,008,068,059,068,Partidas,a2a9ab91
440,Eugenio Mena,cl CHI,ZGLT,Sport Recife,28,1988,23,23,1.866,20.7,1,5,6,1,0,0,8,1,,,,005,024,029,005,029,Partidas,45ef7845
441,Edílson Mendes,br BRA,ZG,Grêmio,30,1986,21,19,1.697,18.9,2,1,3,2,0,1,6,1,,,,011,005,016,011,016,Partidas,d3de7d58
442,Kaio Mendes,br BRA,LT,Grêmio,21,1995,8,8,700,7.8,1,0,1,1,0,0,2,0,,,,013,000,013,013,013,Partidas,0bd61cad
443,Thiago Mendes,br BRA,LTZG,São Paulo,24,1992,5,4,365,4.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,c6e5d20f
444,Jorge Mendoza,py PAR,LT,Ponte Preta,27,1989,2,1,63,0.7,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,6b4da2c5
445,Stiven Mendoza,co COL,LT,Bahia,24,1992,31,27,2.408,26.8,8,3,11,6,2,2,4,0,,,,030,011,041,022,034,Partidas,e68f2cb4
446,Ramon Menezes Roma,br BRA,LTZG,Vitória,21,1995,25,22,1.887,21.0,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,eab48ffb
447,Alexis Messidoro,ar ARG,LT,Cruzeiro,19,1997,3,0,40,0.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,b8a4fcf3
448,Michel,br BRA,LT,Grêmio,26,1990,23,22,1.988,22.1,5,0,5,5,0,0,7,0,,,,023,000,023,023,023,Partidas,e68380b9
449,Fernando Miguel,br BRA,G,Vitória,31,1985,29,29,2.610,29.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,f1f06658
450,Éder Militão,br BRA,ZGLT,São Paulo,19,1998,22,21,1.708,19.0,2,0,2,2,0,0,1,1,,,,011,000,011,011,011,Partidas,2784f898
451,Yerry Mina,co COL,ZG,Palmeiras,22,1994,15,15,1.323,14.7,2,1,3,2,0,0,4,0,,,,014,007,020,014,020,Partidas,6d5701f2
452,Lucas Mineiro,br BRA,LT,Chapecoense,20,1996,19,13,1.158,12.9,0,1,1,0,0,0,5,0,,,,000,008,008,000,008,Partidas,53f1c5de
453,Moisés,br BRA,ZG,Corinthians,21,1995,4,3,296,3.3,0,1,1,0,0,0,1,0,,,,000,030,030,000,030,Partidas,a40af810
454,Caio Monteiro,br BRA,AT,Vasco da Gama,19,1997,6,0,119,1.3,2,0,2,2,0,0,2,0,,,,151,000,151,151,151,Partidas,3031eddf
455,Walter Montillo,ar ARG,LT,Botafogo (RJ),32,1984,6,1,119,1.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,f073839c
456,Anselmo de Moraes,br BRA,LT,Sport Recife,27,1989,21,16,1.362,15.1,0,1,1,0,0,0,5,1,,,,000,007,007,000,007,Partidas,2bb57ba0
457,Leonardo Morais,br BRA,ZG,Coritiba,25,1991,23,22,1.858,20.6,0,1,1,0,0,0,9,0,,,,000,005,005,000,005,Partidas,3cc65884
458,Jonathan Moreira,br BRA,ZG,Atl Paranaense,30,1986,29,29,2.431,27.0,2,3,5,2,0,0,4,0,,,,007,011,019,007,019,Partidas,90a2a72b
459,Mosquito,br BRA,G,Flamengo,20,1996,11,11,990,11.0,0,1,1,0,0,0,0,0,,,,000,009,009,000,009,Partidas,c9c55581
460,Bruno Mota,br BRA,LT,Atl Paranaense,21,1995,1,1,54,0.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,273b351b
461,Jean Mota,br BRA,ZGLT,Santos,23,1993,30,25,2.312,25.7,1,3,4,1,0,0,5,0,,,,004,012,016,004,016,Partidas,1ee0513b
462,Ramon Motta,br BRA,ZG,Vasco da Gama,28,1988,17,17,1.463,16.3,1,2,3,1,0,0,1,0,,,,006,012,018,006,018,Partidas,9ddc3474
463,Léo Moura,br BRA,ZGLT,Grêmio,38,1978,16,13,1.142,12.7,0,1,1,0,0,0,0,0,,,,000,008,008,000,008,Partidas,548a2943
464,Neto Moura,br BRA,LT,Sport Recife,20,1996,2,2,143,1.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,28fd3b9e
465,Rafael Moura,br BRA,AT,Atlético Mineiro,33,1983,26,10,1.172,13.0,4,0,4,4,0,1,1,0,,,,031,000,031,031,031,Partidas,66a75186
466,Alex Muralha,br BRA,G,Flamengo,27,1989,7,7,630,7.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,38082f12
467,Muriqui,br BRA,ATLT,Vasco da Gama,30,1986,2,0,23,0.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,a55ac46c
468,Nádson,br BRA,ATLT,Chapecoense,27,1989,6,0,141,1.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,1c6e6c84
469,Naldo,br BRA,LT,Ponte Preta,26,1990,24,21,1.837,20.4,2,0,2,2,0,0,9,2,,,,010,000,010,010,010,Partidas,6d904d98
470,Andrey Ramos do Nascimento,br BRA,LT,Vasco da Gama,18,1998,4,0,171,1.9,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,eb55ab5a
471,Léo Natel,br BRA,AT,São Paulo,19,1997,1,0,9,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,cd8d04a2
472,Negueba,br BRA,AT,Ponte Preta,24,1992,4,1,108,1.2,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,d442f943
473,Neílton,br BRA,LT,Vitória,22,1994,30,24,1.948,21.6,7,6,13,4,3,4,4,0,,,,032,028,060,018,046,Partidas,689299a6
474,Jefferson Nem,br BRA,LT,Atl Goianiense,20,1996,4,0,81,0.9,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,1b9dbdf0
475,Wellington Nem,br BRA,LTAT,São Paulo,24,1992,10,5,393,4.4,1,0,1,1,0,0,2,0,,,,023,000,023,023,023,Partidas,3984a078
476,Nenê,br BRA,LT,Vasco da Gama,35,1981,31,25,2.383,26.5,5,5,10,5,0,1,6,0,,,,019,019,038,019,038,Partidas,265ebd37
477,Neris,br BRA,ZG,Sport Recife,24,1992,1,1,69,0.8,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,f961d4c2
478,Thiago Neves,br BRA,LTAT,Cruzeiro,31,1985,33,30,2.598,28.9,11,7,18,11,0,1,7,0,,,,038,024,062,038,062,Partidas,522d4722
479,Nicolas,br BRA,ZG,Atl Paranaense,19,1997,6,4,275,3.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,0739a5da
480,Nikão,br BRA,LT,Atl Paranaense,24,1992,29,24,2.187,24.3,2,2,4,1,1,3,2,1,,,,008,008,016,004,012,Partidas,a34bb194
481,Nilmar,br BRA,AT,Santos,32,1984,2,0,41,0.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,90a5a4aa
482,Niltinho,br BRA,LTAT,Atl Goianiense,23,1993,19,9,911,10.1,1,1,2,1,0,0,1,1,,,,010,010,020,010,020,Partidas,269d52c2
483,Niltinho,br BRA,LT,Chapecoense,23,1993,2,0,56,0.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,269d52c2
484,Ygor Nogueira,br BRA,ZG,Fluminense,21,1995,11,6,647,7.2,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,38466ef3
485,Fabián Noguera,ar ARG,ZG,Santos,23,1993,7,6,513,5.7,0,1,1,0,0,0,0,0,,,,000,018,018,000,018,Partidas,20352705
486,Nonoca,br BRA,LT,Cruzeiro,18,1998,6,3,282,3.1,0,1,1,0,0,0,1,0,,,,000,032,032,000,032,Partidas,06c062d4
487,Mateus Norton,br BRA,LTZG,Fluminense,20,1996,12,6,626,7.0,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,7496789f
488,Yuri Oliveira Lima,br BRA,LTZG,Santos,22,1994,11,8,656,7.3,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,bcf3d64e
489,Marcelo Oliveira,br BRA,ZG,Grêmio,29,1987,12,10,869,9.7,0,0,0,0,0,1,2,0,,,,000,000,000,000,000,Partidas,ef8538e8
490,Ricardo Oliveira,br BRA,AT,Santos,36,1980,23,23,1.908,21.2,8,1,9,8,0,0,2,0,,,,038,005,042,038,042,Partidas,420c1246
491,Matheus Oliveira Santos,br BRA,LT,Santos,19,1997,1,0,16,0.2,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,df0d179d
492,Jefferson Orejuela,ec ECU,LT,Fluminense,23,1993,21,21,1.819,20.2,0,0,0,0,0,0,2,1,,,,000,000,000,000,000,Partidas,e2019576
493,Orinho,br BRA,ZG,Santos,21,1995,2,1,98,1.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,e0647a21
494,Osvaldo,br BRA,LTAT,Sport Recife,29,1987,28,22,1.769,19.7,3,2,5,3,0,0,4,0,,,,015,010,025,015,025,Partidas,deb6b945
495,Otávio,br BRA,LT,Atl Paranaense,22,1994,13,13,1.170,13.0,1,2,3,1,0,0,3,0,,,,008,015,023,008,023,Partidas,243f4a0b
496,Lucas Otávio,br BRA,LT,Avaí,22,1994,9,2,250,2.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,1f2444da
497,Luiz Otávio,br BRA,ZG,Chapecoense,24,1992,12,10,899,10.0,1,1,2,1,0,0,4,1,,,,010,010,020,010,020,Partidas,35e4fc3a
498,Rómulo Otero,ve VEN,LT,Atlético Mineiro,24,1992,28,15,1.417,15.7,8,2,10,8,0,0,8,0,,,,051,013,064,051,064,Partidas,96fdc3c0
499,Pablo,br BRA,LTAT,Atl Paranaense,24,1992,22,16,1.364,15.2,1,1,2,1,0,0,4,0,,,,007,007,013,007,013,Partidas,1ad394c5
500,Pablo,br BRA,ZG,Corinthians,25,1991,24,24,2.017,22.4,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,29d8ad3f
501,Bruno Pacheco,br BRA,ZG,Atl Goianiense,25,1991,29,29,2.527,28.1,0,5,5,0,0,0,5,0,,,,000,018,018,000,018,Partidas,9b7976e6
502,Henrique Pacheco Lima,br BRA,LT,Cruzeiro,31,1985,28,27,2.308,25.6,0,0,0,0,0,0,7,1,,,,000,000,000,000,000,Partidas,a4796c59
503,Vinícius Pacheco,br BRA,LT,Avaí,31,1985,2,0,22,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,619c196f
504,Pachu,br BRA,AT,Botafogo (RJ),20,1996,2,0,18,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,7278aff3
505,Tiago Pagnussat,br BRA,ZG,Bahia,26,1990,35,35,3.072,34.1,2,0,2,2,0,0,8,0,,,,006,000,006,006,006,Partidas,63fee4e5
506,Lucas Paquetá,br BRA,ATLT,Flamengo,19,1997,17,10,945,10.5,1,1,2,1,0,0,3,0,,,,010,010,019,010,019,Partidas,9b6f7fd5
507,Pará,br BRA,ZG,Flamengo,30,1986,29,27,2.463,27.4,1,1,2,1,0,0,2,0,,,,004,004,007,004,007,Partidas,64f3f8ee
508,Nino Paraíba,br BRA,ZG,Ponte Preta,31,1986,34,29,2.684,29.8,1,4,5,1,0,0,7,0,,,,003,013,017,003,017,Partidas,403ef062
