Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,Partidas,-9999
170,Danilo,br BRA,G,Chapecoense,30,1985,31,31,2.790,31.0,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,5e13cc54
171,Danilo,br BRA,AT,Corinthians,36,1979,6,1,233,2.6,1,0,1,1,0,0,0,0,,,,039,000,039,039,039,Partidas,74d69978
172,Jesús Dátolo,ar ARG,LT,Atlético Mineiro,31,1984,6,0,182,2.0,0,1,1,0,0,0,0,0,,,,000,049,049,000,049,Partidas,49e7b005
173,David,br BRA,LT,Vitória,20,1995,17,4,599,6.7,2,0,2,2,0,0,1,0,,,,030,000,030,030,030,Partidas,92f9ace5
174,Giorgian De Arrascaeta,uy URU,LTAT,Cruzeiro,21,1994,31,30,2.398,26.6,9,7,16,8,1,3,6,1,,,,034,026,060,030,056,Partidas,be8d02dd
175,Deivid,br BRA,LT,Atl Paranaense,27,1989,9,7,696,7.7,1,0,1,1,0,0,1,0,,,,013,000,013,013,013,Partidas,14142c12
176,Demerson,br BRA,ZG,Chapecoense,29,1986,3,2,220,2.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,c5ea1923
177,Denílson,br BRA,LT,Cruzeiro,27,1988,3,1,100,1.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,2f07dee0
178,Denis,br BRA,G,São Paulo,28,1987,37,36,3.272,36.4,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,1a3ff093
179,Derley,br BRA,LT,Santa Cruz,29,1986,18,16,1.305,14.5,0,2,2,0,0,0,8,1,,,,000,014,014,000,014,Partidas,4fc305c2
180,Agenor Detofol,br BRA,G,Sport Recife,26,1989,5,4,410,4.6,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,2cdeba2b
181,Danilo Dias,br BRA,AT,América (MG),30,1985,3,1,105,1.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d2ffc975
182,Iago Dias,br BRA,LT,Coritiba,22,1993,24,12,1.311,14.6,2,0,2,2,0,0,4,0,,,,014,000,014,014,014,Partidas,7dfd3147
183,Ernandes Dias Luz,br BRA,LTZG,América (MG),28,1987,23,19,1.745,19.4,0,2,2,0,0,0,3,0,,,,000,010,010,000,010,Partidas,c286d595
184,Diego,br BRA,LT,Flamengo,30,1985,17,17,1.459,16.2,6,3,9,5,1,1,3,0,,,,037,019,056,031,049,Partidas,255a478a
185,Diego,br BRA,ZG,Botafogo (RJ),19,1996,3,3,260,2.9,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,5763e584
186,Dierson,br BRA,LT,Botafogo (RJ),21,1995,3,2,207,2.3,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,bc880f30
187,Pablo Diogo,br BRA,AT,Atlético Mineiro,23,1992,5,1,152,1.7,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,e244ceea
188,Dodô,br BRA,LT,Figueirense,21,1994,18,14,1.226,13.6,3,1,4,2,1,1,5,0,,,,022,007,029,015,022,Partidas,af7fd224
189,Dodô,br BRA,ZG,Coritiba,17,1998,26,22,2.089,23.2,0,2,2,0,0,0,4,0,,,,000,009,009,000,009,Partidas,b5f7d10b
190,Leandro Domingues,br BRA,LT,Vitória,32,1983,9,4,366,4.1,1,2,3,1,0,0,0,0,,,,025,049,074,025,074,Partidas,d5d6a35f
191,Alejandro Donatti,ar ARG,ZG,Flamengo,29,1986,2,1,125,1.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,74ebe778
192,Leandro Donizete,br BRA,LT,Atlético Mineiro,33,1982,21,20,1.776,19.7,2,2,4,2,0,0,7,1,,,,010,010,020,010,020,Partidas,7b83b9eb
193,Douglas dos Santos,br BRA,LTAT,Grêmio,33,1982,29,28,2.334,25.9,4,4,8,4,0,0,3,0,,,,015,015,031,015,031,Partidas,04e49c58
194,Thiago dos Santos,br BRA,LT,Palmeiras,26,1989,25,15,1.367,15.2,1,2,3,1,0,0,9,0,,,,007,013,020,007,020,Partidas,5408d2b2
195,Douglas,br BRA,LT,Fluminense,19,1997,30,26,2.167,24.1,2,1,3,2,0,0,10,1,,,,008,004,012,008,012,Partidas,301c287b
196,Henrique Dourado,br BRA,AT,Fluminense,26,1989,12,9,610,6.8,2,1,3,2,0,0,1,0,,,,030,015,044,030,044,Partidas,9b010360
197,Rodrigo Dourado,br BRA,LT,Internacional,21,1994,23,22,1.935,21.5,0,1,1,0,0,0,3,1,,,,000,005,005,000,005,Partidas,d7d05a22
198,Edu Dracena,br BRA,ZG,Palmeiras,34,1981,17,15,1.366,15.2,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,1b741415
199,Léo Duarte,br BRA,ZG,Flamengo,19,1996,7,7,630,7.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,73ddc40c
200,Roger Duarte,br BRA,ZG,América (MG),21,1995,14,11,1.031,11.5,0,1,1,0,0,0,3,0,,,,000,009,009,000,009,Partidas,175b49ee
201,Dudu,br BRA,LT,Figueirense,25,1990,11,7,637,7.1,0,1,1,0,0,0,4,0,,,,000,014,014,000,014,Partidas,0ece60f7
202,Dudu,br BRA,ATLT,Palmeiras,24,1992,33,30,2.679,29.8,6,8,14,6,0,0,5,0,,,,020,027,047,020,047,Partidas,895ef5ec
203,Rafael Dumas,br BRA,ZG,Flamengo,20,1995,1,0,76,0.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,279b52a1
204,Durval,br BRA,ZG,Sport Recife,35,1980,20,20,1.800,20.0,1,1,2,1,0,0,6,0,,,,005,005,010,005,010,Partidas,075f0f24
205,Edcarlos,br BRA,ZG,Atlético Mineiro,30,1985,8,8,720,8.0,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,ba652474
206,Ederson,br BRA,LT,Flamengo,30,1986,8,4,310,3.4,1,0,1,1,0,0,2,0,,,,029,000,029,029,029,Partidas,14bf51f0
207,Edmilson,br BRA,AT,Sport Recife,33,1982,22,16,1.335,14.8,5,1,6,5,0,0,2,0,,,,034,007,040,034,040,Partidas,fb832f50
208,Edson,br BRA,LT,Fluminense,24,1991,20,16,1.298,14.4,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,041250aa
209,Eduardo,br BRA,ZG,Atl Paranaense,29,1986,4,4,360,4.0,0,1,1,0,0,0,3,0,,,,000,025,025,000,025,Partidas,066c0e3e
210,Carlos Eduardo,br BRA,LT,Atlético Mineiro,28,1987,10,4,349,3.9,0,2,2,0,0,0,1,0,,,,000,052,052,000,052,Partidas,f8b7e8ff
211,César Eduardo González,ve VEN,LT,Coritiba,33,1982,14,9,771,8.6,0,1,1,0,0,0,1,0,,,,000,012,012,000,012,Partidas,a03526ee
212,Zé Eduardo,br BRA,ATLT,Vitória,28,1987,13,13,981,10.9,4,2,6,4,0,1,4,0,,,,037,018,055,037,055,Partidas,ac87c70e
213,Elano,br BRA,LT,Santos,34,1981,7,1,112,1.2,0,0,0,0,0,0,2,1,,,,000,000,000,000,000,Partidas,1db88b29
214,Élber,br BRA,LTAT,Cruzeiro,23,1992,13,8,758,8.4,2,1,3,2,0,0,0,0,,,,024,012,036,024,036,Partidas,0df8c3bc
215,Elías,br BRA,LT,Corinthians,30,1985,10,8,697,7.7,1,1,2,1,0,0,3,0,,,,013,013,026,013,026,Partidas,97ce8f24
216,Elicarlos,br BRA,LT,Figueirense,30,1985,19,19,1.546,17.2,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,62413eca
217,Elton,br BRA,LT,Ponte Preta,25,1990,6,1,207,2.3,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,42b5868b
218,Emerson,br BRA,ZG,Coritiba,29,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,cb52817d
219,Emerson,br BRA,ZG,Botafogo (RJ),32,1983,21,20,1.809,20.1,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,dcfb35fa
220,Frickson Erazo,ec ECU,ZG,Atlético Mineiro,27,1988,20,19,1.780,19.8,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,4ec7211b
221,Gustavo Ermel,br BRA,LT,Figueirense,20,1995,22,12,1.035,11.5,2,1,3,2,0,0,0,0,,,,017,009,026,017,026,Partidas,89922631
222,Ernando,br BRA,ZG,Internacional,27,1988,37,37,3.318,36.9,2,4,6,2,0,0,4,0,,,,005,011,016,005,016,Partidas,f1c586b9
223,Euller,br BRA,ZGLT,Vitória,21,1995,27,19,1.773,19.7,1,2,3,1,0,0,4,0,,,,005,010,015,005,015,Partidas,45ef868f
224,Éverton,br BRA,LT,Flamengo,27,1988,30,26,2.099,23.3,3,7,10,3,0,0,6,1,,,,013,030,043,013,043,Partidas,f50a3570
225,Ewandro,br BRA,LTAT,Atl Paranaense,19,1996,9,7,563,6.3,1,1,2,1,0,0,1,0,,,,016,016,032,016,032,Partidas,ab11c58a
226,Ezequiel,br BRA,ZG,Cruzeiro,22,1993,12,9,875,9.7,1,0,1,1,0,0,4,0,,,,010,000,010,010,010,Partidas,63878f62
227,Bruno Fabiano Alves,br BRA,ZG,Figueirense,24,1991,34,32,2.982,33.1,1,0,1,1,0,0,5,0,,,,003,000,003,003,003,Partidas,3e0cfaf4
228,Fábio,br BRA,G,Cruzeiro,35,1980,19,19,1.654,18.4,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,15825726
229,Fabrício,br BRA,ZG,Palmeiras,29,1987,6,2,200,2.2,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,5cd6c14b
230,Fagner,br BRA,ZG,Corinthians,26,1989,33,33,2.967,33.0,1,4,5,1,0,0,7,0,,,,003,012,015,003,015,Partidas,a9cc58fe
231,Alisson Farias,br BRA,ATLT,Internacional,19,1996,1,0,8,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,b70b7975
232,Willian Farias,br BRA,LT,Vitória,26,1989,33,33,2.883,32.0,2,2,4,2,0,0,8,0,,,,006,006,012,006,012,Partidas,d1fcff2f
233,Felipe,br BRA,ZG,Corinthians,26,1989,7,7,630,7.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,51a3c4c8
234,Everton Felipe,br BRA,LT,Sport Recife,18,1997,36,33,2.467,27.4,1,3,4,1,0,0,4,1,,,,004,011,015,004,015,Partidas,70396c75
235,Luis Felipe,br BRA,ZG,Santos,22,1993,26,25,2.232,24.8,1,0,1,1,0,0,7,0,,,,004,000,004,004,004,Partidas,746c8624
236,Marcos Felipe,br BRA,G,Fluminense,19,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,453bdfb9
237,Fernandes,br BRA,LT,Botafogo (RJ),20,1995,19,13,1.119,12.4,2,1,3,2,0,0,3,0,,,,016,008,024,016,024,Partidas,bf753e0b
238,Danilo Fernandes,br BRA,G,Internacional,27,1988,27,27,2.430,27.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,ed05acdc
239,Lucas Fernandes,br BRA,LT,Atl Paranaense,21,1994,20,15,1.203,13.4,0,5,5,0,0,0,3,0,,,,000,037,037,000,037,Partidas,8dec873a
240,Lucas Fernandes,br BRA,LT,São Paulo,18,1997,5,2,208,2.3,1,1,2,1,0,0,1,0,,,,043,043,087,043,087,Partidas,a109d777
241,Gatito Fernández,py PAR,G,Figueirense,27,1988,28,28,2.470,27.4,0,0,0,0,0,0,1,1,,,,000,000,000,000,000,Partidas,9a82f79a
242,Fernandinho,br BRA,LT,Flamengo,30,1985,25,10,1.149,12.8,3,3,6,3,0,0,3,1,,,,023,023,047,023,047,Partidas,2fdf41ef
243,Gustavo Ferrareis,br BRA,LT,Internacional,20,1996,24,16,1.407,15.6,2,1,3,2,0,0,2,0,,,,013,006,019,013,019,Partidas,5188561c
244,Matheus Ferraz,br BRA,ZG,Sport Recife,30,1985,32,32,2.846,31.6,2,1,3,2,0,0,8,1,,,,006,003,009,006,009,Partidas,7154c7eb
245,Victor Ferraz,br BRA,ZG,Santos,28,1988,37,37,3.270,36.3,1,2,3,1,0,0,4,0,,,,003,006,008,003,008,Partidas,c5712dcd
246,Fábio Ferreira,br BRA,ZG,Ponte Preta,31,1984,30,29,2.580,28.7,3,0,3,3,0,0,5,0,,,,010,000,010,010,010,Partidas,9a334901
247,Ferrugem,br BRA,LT,Figueirense,27,1988,27,23,1.796,20.0,2,0,2,2,0,0,8,0,,,,010,000,010,010,010,Partidas,3f37fee9
248,Dudu Figueiredo,br BRA,LT,Fluminense,24,1991,7,2,304,3.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,e460b9c7
249,João Figueiredo,br BRA,AT,Atlético Mineiro,19,1996,3,0,19,0.2,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,804f159a
250,Flávio,br BRA,LT,Vitória,19,1996,10,7,509,5.7,0,2,2,0,0,0,2,0,,,,000,035,035,000,035,Partidas,b3ddccb7
251,Renan Fonseca,br BRA,ZG,Botafogo (RJ),25,1990,17,17,1.530,17.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,c3d6d996
252,Edimar Fraga,br BRA,ZG,Cruzeiro,29,1986,20,18,1.677,18.6,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,e1bcce4c
253,Caíque França,br BRA,G,Corinthians,20,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,fbb19f57
254,Lucas França,br BRA,G,Cruzeiro,20,1996,3,2,236,2.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d82f7b3f
255,Fred,br BRA,AT,Atlético Mineiro,32,1983,28,27,2.176,24.2,12,5,17,12,0,0,4,1,,,,050,021,070,050,070,Partidas,acaeba74
256,Fred,br BRA,AT,Fluminense,32,1983,6,6,537,6.0,2,0,2,2,0,0,1,0,,,,034,000,034,034,034,Partidas,acaeba74
257,Fred,br BRA,ZG,Grêmio,30,1986,11,11,880,9.8,2,0,2,2,0,0,1,0,,,,020,000,020,020,020,Partidas,add0b197
258,Gabriel,br BRA,ZG,Atlético Mineiro,20,1995,15,14,1.280,14.2,0,1,1,0,0,0,2,0,,,,000,007,007,000,007,Partidas,e8532222
259,Gabriel,br BRA,LT,Flamengo,26,1990,22,15,1.111,12.3,3,0,3,3,0,0,0,0,,,,024,000,024,024,024,Partidas,8dc3be2b
260,Gabriel,br BRA,LTZG,Palmeiras,23,1992,9,6,471,5.2,1,0,1,1,0,0,3,0,,,,019,000,019,019,019,Partidas,e9c0d5d8
261,Eduardo Gabriel,br BRA,ZG,Internacional,19,1996,5,4,447,5.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,aed65960
262,Marquinhos Gabriel,br BRA,LT,Corinthians,25,1990,34,32,2.645,29.4,5,3,8,4,1,2,3,0,,,,017,010,027,014,024,Partidas,fcd113c4
263,Rafael Galhardo,br BRA,ZG,Atl Paranaense,24,1991,6,4,406,4.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,0855274e
264,Thiago Galhardo,br BRA,LT,Ponte Preta,26,1989,21,7,1.029,11.4,0,2,2,0,0,0,6,0,,,,000,017,017,000,017,Partidas,766f48dd
265,Ayrton Ganino,br BRA,ZG,Figueirense,30,1985,31,30,2.675,29.7,2,2,4,2,0,0,3,0,,,,007,007,013,007,013,Partidas,11ad36ab
266,Ganso,br BRA,LT,São Paulo,26,1989,7,5,513,5.7,1,2,3,1,0,0,2,0,,,,018,035,053,018,053,Partidas,23593121
267,Geferson,br BRA,ZG,Internacional,21,1994,15,13,1.027,11.4,0,1,1,0,0,0,3,0,,,,000,009,009,000,009,Partidas,7b41edb2
268,Gegê,br BRA,LT,Botafogo (RJ),22,1994,4,3,193,2.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,36d2e0c1
269,Geovane,br BRA,ZG,Coritiba,19,1996,3,1,121,1.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,7f106bde
270,Wendel Geraldo,br BRA,LT,Ponte Preta,33,1982,19,19,1.357,15.1,4,1,5,4,0,0,6,0,,,,027,007,033,027,033,Partidas,bcaa2e93
271,Pedro Geromel,br BRA,ZG,Grêmio,30,1985,26,26,2.309,25.7,3,0,3,3,0,0,5,0,,,,012,000,012,012,012,Partidas,78f81520
272,Gerson,br BRA,ATLT,Fluminense,18,1997,2,0,74,0.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,8827bf46
273,Gil,br BRA,LT,Chapecoense,28,1987,26,22,1.857,20.6,0,3,3,0,0,0,6,0,,,,000,015,015,000,015,Partidas,644cbab7
274,Gilberto,br BRA,AT,São Paulo,26,1989,8,2,235,2.6,2,0,2,2,0,0,0,0,,,,077,000,077,077,077,Partidas,5da22685
275,Gilson,br BRA,ZGLT,América (MG),29,1986,18,16,1.366,15.2,1,0,1,0,1,1,4,0,,,,007,000,007,000,000,Partidas,d293e886
276,Gilson,br BRA,ZG,Ponte Preta,29,1986,1,0,33,0.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d293e886
277,Gimenez,br BRA,ZG,Chapecoense,20,1995,31,29,2.475,27.5,0,1,1,0,0,0,8,0,,,,000,004,004,000,004,Partidas,eae47968
278,Federico Gino,uy URU,LTZG,Cruzeiro,22,1993,4,2,215,2.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,2c9a3484
279,Giovanny,br BRA,LT,Atl Paranaense,18,1997,11,3,327,3.6,0,1,1,0,0,0,1,0,,,,000,028,028,000,028,Partidas,ed236e87
280,Giva,br BRA,LT,Ponte Preta,23,1993,4,1,115,1.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,5f438a05
281,Lucas Gomes,br BRA,LTAT,Chapecoense,25,1990,26,16,1.589,17.7,3,3,6,3,0,0,3,0,,,,017,017,034,017,034,Partidas,91741b48
282,Diego Gonçalves,br BRA,LT,Internacional,21,1994,1,0,30,0.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,c707fc37
283,Fábio Gonçalves,br BRA,LT,Internacional,29,1986,24,23,1.944,21.6,0,1,1,0,0,0,5,1,,,,000,005,005,000,005,Partidas,5bdc9542
284,Lucho González,ar ARG,LT,Atl Paranaense,35,1981,12,12,911,10.1,0,1,1,0,0,0,1,0,,,,000,010,010,000,010,Partidas,e59b83c0
285,Mark González,cl CHI,LT,Sport Recife,31,1984,8,4,334,3.7,1,0,1,1,0,0,0,0,,,,027,000,027,027,027,Partidas,d8c62450
286,Grafite,br BRA,AT,Santa Cruz,36,1979,31,29,2.386,26.5,13,2,15,9,4,5,6,0,,,,049,008,057,034,041,Partidas,e98f0780
287,Bruno Grassi,br BRA,G,Grêmio,28,1987,8,7,675,7.5,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,fb4eb061
288,Marcelo Grohe,br BRA,G,Grêmio,29,1987,28,28,2.475,27.5,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,69c26681
289,Douglas Grolli,br BRA,ZG,Ponte Preta,26,1989,23,21,1.933,21.5,1,0,1,1,0,0,5,0,,,,005,000,005,005,005,Partidas,ea559b05
290,Daniel Guedes,br BRA,ZG,Santos,21,1994,2,1,110,1.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,25f61bc3
291,Roger Guedes,br BRA,LTAT,Palmeiras,19,1996,31,28,2.153,23.9,4,4,8,4,0,0,4,0,,,,017,017,033,017,033,Partidas,612a9dd7
292,Leandro Guerreiro,br BRA,LT,América (MG),37,1978,33,33,2.809,31.2,0,1,1,0,0,0,7,0,,,,000,003,003,000,003,Partidas,07e3dd02
293,Paolo Guerrero,pe PER,AT,Flamengo,32,1984,21,21,1.802,20.0,9,3,12,9,0,0,7,0,,,,045,015,060,045,060,Partidas,ae6657a1
294,Guilherme,br BRA,LTAT,Corinthians,27,1988,26,16,1.481,16.5,6,4,10,6,0,0,6,1,,,,036,024,061,036,061,Partidas,8d126182
295,Guilherme,br BRA,LT,Grêmio,20,1995,17,3,453,5.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,58649f05
296,Marcos Guilherme,br BRA,LT,Atl Paranaense,20,1995,20,8,804,8.9,0,1,1,0,0,0,0,0,,,,000,011,011,000,011,Partidas,d5ff6084
297,Wilder Guisao,co COL,LT,São Paulo,24,1991,1,1,70,0.8,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,74c69dfd
298,Gum,br BRA,ZG,Fluminense,30,1986,34,34,3.060,34.0,2,1,3,2,0,0,5,0,,,,006,003,009,006,009,Partidas,4860a362
299,Gustavo,br BRA,ATLT,Corinthians,21,1994,9,4,435,4.8,0,1,1,0,0,0,1,0,,,,000,021,021,000,021,Partidas,456b909c
300,Thiago Heleno,br BRA,ZG,Atl Paranaense,27,1988,33,33,2.954,32.8,4,0,4,2,2,2,7,0,,,,012,000,012,006,006,Partidas,827422f9
301,Henrique,br BRA,ZG,Fluminense,29,1986,37,37,3.330,37.0,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,429163de
302,Bruno Henrique,br BRA,LT,Corinthians,26,1989,21,21,1.853,20.6,4,0,4,4,0,0,2,0,,,,019,000,019,019,019,Partidas,5a43b021
303,Eduardo Henrique,br BRA,LT,Atlético Mineiro,20,1995,6,5,426,4.7,0,1,1,0,0,0,3,0,,,,000,021,021,000,021,Partidas,1bd5fc78
304,Eduardo Henrique,br BRA,LT,Internacional,20,1995,7,4,371,4.1,0,0,0,0,0,0,3,1,,,,000,000,000,000,000,Partidas,1bd5fc78
305,Gustavo Henrique,br BRA,ZG,Santos,22,1993,24,24,2.029,22.5,1,1,2,1,0,0,7,1,,,,004,004,009,004,009,Partidas,fa066690
306,Luís Henrique,br BRA,AT,Botafogo (RJ),17,1998,5,0,125,1.4,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,ae67800f
307,Pedro Henrique,br BRA,ZG,Corinthians,20,1995,13,11,1.041,11.6,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,4322e5d7
308,Ronaldo Henrique,br BRA,LTZG,Sport Recife,21,1994,10,6,553,6.1,1,0,1,1,0,0,4,0,,,,016,000,016,016,016,Partidas,cb877cb3
309,William Henrique,br BRA,AT,Vitória,24,1992,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,944c4cb2
310,Oswaldo Henríquez,co COL,ZG,Sport Recife,26,1989,4,3,303,3.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,fdea7679
311,Marcelo Hermes,br BRA,ZG,Grêmio,20,1995,9,5,611,6.8,2,1,3,2,0,0,2,0,,,,029,015,044,029,044,Partidas,89346085
312,Hernani,br BRA,LT,Atl Paranaense,21,1994,30,28,2.453,27.3,6,1,7,4,2,2,8,0,,,,022,004,026,015,018,Partidas,6f5ead86
313,Roberto Heuchayer,br BRA,ZG,Santa Cruz,25,1990,13,11,1.008,11.2,1,2,3,1,0,0,3,1,,,,009,018,027,009,027,Partidas,bd973b05
314,Hudson,br BRA,LT,São Paulo,28,1988,19,17,1.492,16.6,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,f81b80fb
315,Vitor Hugo,br BRA,ZG,Palmeiras,24,1991,35,35,3.150,35.0,4,1,5,4,0,0,8,0,,,,011,003,014,011,014,Partidas,f2c1300a
316,Hyoran,br BRA,LTAT,Chapecoense,22,1993,20,11,1.049,11.7,2,1,3,2,0,0,2,0,,,,017,009,026,017,026,Partidas,ffb88c28
317,Hyuri,br BRA,LTAT,Atlético Mineiro,24,1991,13,5,470,5.2,2,0,2,2,0,0,0,0,,,,038,000,038,038,038,Partidas,a6f6f037
318,Ícaro,br BRA,LT,Coritiba,22,1993,3,1,157,1.7,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,590cc307
319,Matheus Inacio,br BRA,G,Ponte Preta,23,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,35f2b961
320,Marcus Índio,br BRA,AT,Figueirense,18,1998,1,0,30,0.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,9260549f
321,Ivan,br BRA,G,Ponte Preta,18,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,43895807
322,Léo Jabá,br BRA,ATLT,Corinthians,17,1998,2,0,20,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,173db1f4
323,Jacsson,br BRA,G,Internacional,21,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,da236da9
324,Jadson,br BRA,LT,Atl Paranaense,22,1993,1,1,58,0.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,05748af4
325,Jadson,br BRA,LT,Santa Cruz,22,1993,17,13,1.051,11.7,0,0,0,0,0,0,4,1,,,,000,000,000,000,000,Partidas,05748af4
326,Jailson,br BRA,G,Palmeiras,34,1981,19,19,1.709,19.0,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,01f7b8c3
327,Jair,br BRA,LT,Internacional,21,1994,2,0,116,1.3,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,f3466edc
328,Jean,br BRA,ZGLT,Palmeiras,29,1986,34,34,2.988,33.2,6,4,10,3,3,4,3,0,,,,018,012,030,009,021,Partidas,6c5803fb
329,Jean,br BRA,LT,Corinthians,21,1994,2,0,12,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,69a34ec0
330,Jeferson,br BRA,ZG,Ponte Preta,19,1996,20,15,1.406,15.6,1,1,2,1,0,0,6,0,,,,006,006,013,006,013,Partidas,894c9325
331,Jefferson,br BRA,LTZG,Figueirense,22,1994,19,13,1.327,14.7,0,2,2,0,0,0,2,0,,,,000,014,014,000,014,Partidas,52e88991
332,Jesiel,br BRA,ZG,Atlético Mineiro,21,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,0a5d031e
333,Gabriel Jesus,br BRA,ATLT,Palmeiras,18,1997,27,26,2.316,25.7,12,6,18,12,0,0,11,0,,,,047,023,070,047,070,Partidas,b66315ae
334,Matheus Jesus,br BRA,LT,Ponte Preta,18,1997,24,14,1.274,14.2,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,a9da618b
335,Artur Jesus Vieira,br BRA,ZG,América (MG),25,1990,9,8,731,8.1,0,1,1,0,0,0,3,0,,,,000,012,012,000,012,Partidas,c910be0a
336,Diederrick Joel,cm CMR,AT,Santos,22,1993,16,7,626,7.0,2,1,3,1,1,1,0,0,,,,029,014,043,014,029,Partidas,2986e65c
337,Jonas,br BRA,ZG,América (MG),28,1987,18,18,1.591,17.7,3,1,4,3,0,0,6,0,,,,017,006,023,017,023,Partidas,b0b5de0b
338,Jorge,br BRA,ZG,Flamengo,19,1996,32,32,2.875,31.9,2,1,3,2,0,0,5,0,,,,006,003,009,006,009,Partidas,13c44fc5
339,Josa,br BRA,LT,Figueirense,31,1984,8,7,674,7.5,0,0,0,0,0,0,2,1,,,,000,000,000,000,000,Partidas,56aea348
340,Josimar,br BRA,LT,Chapecoense,29,1986,27,26,2.213,24.6,0,1,1,0,0,0,9,0,,,,000,004,004,000,004,Partidas,5c4e97e3
